x,y,class
-0.3789759831835667,-0.6208888028897352,2.0
-0.8891406166327918,-0.9825566988270584,2.0
0.5484235921970246,0.32225594852927386,1.0
-0.09960649013846098,0.38590641076339716,0.0
-0.20684856835689294,0.1363189036563254,0.0
0.1313860899686703,0.40440519919190265,1.0
0.343474168834495,0.4779221401946224,1.0
0.1820357816185184,0.06344364303826042,0.0
-0.6015035203314714,-1.010376020510335,2.0
0.8911824616501389,0.5780186645375853,1.0
-0.5046846210042905,-0.5841610543775022,2.0
-0.3489208608673323,-0.6265185177290165,2.0
-0.29825151854112114,0.08787834025290739,0.0
0.7449741128387319,0.5129712212687152,1.0
-0.6458089317589392,-0.760688519854243,2.0
0.40622716240664086,0.0597117428998884,1.0
0.35607912228964145,0.3374014022891845,1.0
0.1841717647561638,0.06374553058860424,0.0
-0.32603966939320894,0.09255645110515484,0.0
-0.20971059301341854,-0.28400358743579507,0.0
0.24605813614554417,0.24047596975688226,0.0
-0.33746519157819155,-0.6825481241200348,2.0
-0.5750294233322568,-1.0452392383566038,2.0
-0.8264846604135967,-0.8134268309229044,2.0
-0.3820240358530961,-0.8727717619941581,2.0
0.13830775021403732,0.13894982873120118,0.0
0.5549032715447879,0.3218169834008944,1.0
0.23760595847046037,0.06338852238496993,0.0
0.46846659676723684,0.951344699459642,1.0
-0.000559921682598552,-1.2490643296742805,2.0
-0.4573039902179662,-1.0417147307466443,2.0
0.6387546305380265,0.46808531237074663,1.0
-0.3127108548337768,-0.8070190353739342,2.0
-0.5117173102267721,-0.8635086187860399,2.0
-0.13008175066407268,-0.8428333312400169,2.0
-0.5902606074205052,-0.7468624050067528,2.0
-0.6865578083012877,-0.5513361231089691,2.0
-0.7889880398146744,-1.0421085988246703,2.0
0.6863696748228607,0.5679929967602524,1.0
-0.07383636758848872,-0.04787583551518528,0.0
-0.01969050488508646,-0.13269565727242147,0.0
-0.6091423948035565,-1.1769171689958897,2.0
0.013303444476633577,0.06049437954795628,0.0
0.6751665523174661,0.4769785063025547,1.0
-0.3913376217224961,-0.7121914084655916,2.0
0.1522075450293987,0.024335003298565683,0.0
0.1543581102427335,0.1647008307927463,0.0
-0.148950964409688,-0.1652877077318029,0.0
-0.46098606056972374,-1.1563125711411184,2.0
0.41181547354148174,0.44392890096309817,1.0
0.026082618954679393,0.6728104600995296,1.0
-0.07079878225069679,-0.27499025868360377,0.0
-0.08272379615194947,-0.14949096228815156,0.0
0.5798092691280261,-0.05451855128533001,1.0
-0.6201315115315578,-0.48955136399028787,2.0
0.490859207867953,0.5441015311514347,1.0
-0.18888925118365008,-0.0820099386405097,0.0
0.11531816332298819,-0.04165975111559898,0.0
0.6886092174645035,-0.04793543343791129,1.0
-0.1271692156757762,0.13528665898929995,0.0
-0.005636445667730974,0.08566637410608353,0.0
0.2746348382486513,0.353864449427035,1.0
0.43050986950028736,0.38374630462793496,1.0
-0.06958242986523053,0.03126979382079601,0.0
0.3528104691935328,0.08003144167344467,0.0
0.43782276566030565,0.5194800332537567,1.0
-0.5849326604865731,-0.9659929195075925,2.0
0.36951828352259597,0.4218093249624798,1.0
0.07127327943488038,0.14131463363838964,0.0
-0.42904846137735636,-0.6766226891213443,2.0
0.49156570974188424,0.44262256152201845,1.0
0.26852894816182926,0.4375415497748613,1.0
-0.1344920895551902,-0.07191063230810826,0.0
0.7729063696204943,0.3621101630900124,1.0
-0.5180764014553894,-0.5264805520386573,2.0
0.6643171424099592,0.5010585292598722,1.0
-0.2141505243021085,0.21089034538622733,0.0
0.7257188129029137,0.5992001892687925,1.0
-0.43656787474146225,-0.6959918770858264,2.0
-0.4560980888413909,-0.7213874132039817,2.0
0.07920134253232906,-0.21861230174610116,0.0
-0.05360067419027608,0.16049127915927905,0.0
0.5077261103680376,0.1686569795356092,1.0
-0.35537990125244034,-0.7950775749504178,2.0
-0.25055907200998523,0.15549807116638203,0.0
0.42011019414742495,0.5740111775695037,1.0
-0.8484712395618461,-1.0606485508224632,2.0
0.5765464860024536,0.4931515438936092,1.0
-0.63560515631289,-0.5404308418697803,2.0
0.2940129433382047,0.43001132708217904,1.0
0.3802692126154028,0.2768206028079211,1.0
-0.4067667147931938,-0.8740484881408687,2.0
-0.4046203262155555,-0.7703100837239845,2.0
-0.7811925832535799,-0.9180115291739079,2.0
-0.8100858690166962,-0.7165362357936329,2.0
-0.5208686982989386,-0.997600388498747,2.0
0.4230240381637449,0.5188703178634148,1.0
-0.972834763428236,-0.7959331636589514,2.0
-0.569249889529462,-0.9589272642142999,2.0
0.296391624942527,0.48442904881182985,1.0
0.10465533210635075,-0.034309266244449625,0.0
-0.3647078535276753,-0.8764017911155642,2.0
0.29889690889827375,-0.41399700500270653,0.0
0.5195449935429711,0.6165907359506587,1.0
0.37438248807168417,0.40379457630784243,1.0
0.29881581463152124,-0.041031652753160175,0.0
0.6873484927070515,0.7824655412074886,1.0
-0.16267285184084057,-0.2932848655605028,0.0
0.07528510623112589,-0.21988015811683892,0.0
-0.5112266040897514,-0.8002770085470192,2.0
0.29094932677060903,0.7422290579365401,1.0
0.8465442373838267,0.6369002213718381,1.0
-0.5203394549109743,-0.7961441230973846,2.0
0.42095420346912915,0.2681158967200174,1.0
-0.4338846487451252,-0.6101507052883529,2.0
-0.4672142855094827,-0.7807357288157607,2.0
0.230466312956624,0.21592371840736424,0.0
-0.4604065420110065,-0.583612956304547,2.0
-0.5220978810131855,-1.1321399623738526,2.0
0.009151703460289214,-0.03743677000516672,0.0
-0.09774866370737256,-0.8089190852911714,2.0
0.5098989963300181,0.5987673552561913,1.0
-0.17755714952602256,-0.3961592936447854,0.0
0.19001768350511788,-0.03027144165953958,0.0
0.3679887359731834,0.5351637906592056,1.0
-0.7279604910853548,-0.6430084957519,2.0
0.39649619149791937,0.304234028128246,1.0
-0.10857229520334355,0.08321000925228511,0.0
-0.14900276925158829,-0.8265976844619184,2.0
0.6134580555705339,0.4554649798969691,1.0
0.3471712152187114,0.2124417052396843,1.0
0.3735115980299935,-0.1954555759752822,0.0
0.8039989721531546,0.843917861483239,1.0
-0.30815940288892496,0.012652398840066343,0.0
0.30789912367337036,0.3413765274584657,1.0
-0.7559378346408478,-0.9170862408555546,2.0
-0.48508271869128927,-1.015419813880799,2.0
-0.26318148210230424,-0.0923169209629418,0.0
-0.6392653307722166,-0.8580794201607734,2.0
-0.31150637615592125,-0.8535189492470696,2.0
0.05598491980864765,-0.01963007792859159,0.0
0.48281384660567744,0.5388585876091543,1.0
0.5997380549819655,0.7095944311936105,1.0
0.40406883719841047,0.6240716596687025,1.0
-0.18145967287664844,0.010389079159227791,0.0
-0.0766417957032649,-1.1221756806899867,2.0
-0.40950218147207074,-0.7804207709174746,2.0
-0.2637242797423428,-0.9263807516010335,2.0
0.6683262528147274,0.4501082839678102,1.0
-0.8903608202963205,-0.9319783459458997,2.0
0.4270612911216629,0.5313407710544727,1.0
0.4448658930878886,0.35805440683062234,1.0
0.65465059548052,0.26322387196133645,1.0
-0.8203672097945074,-0.9774361883690081,2.0
-0.5134551217845964,-1.0636791739289468,2.0
0.35905994482875325,0.6886521449938989,1.0
0.496863577679489,0.5321856336596446,1.0
0.08107938575877105,0.5247443828467013,1.0
0.059647634841211196,0.2652771793374061,0.0
0.6533326363290173,0.5712585634944578,1.0
0.14581811243550738,0.025796582151482134,0.0
-0.2942129014810292,-0.8144574015120011,2.0
0.3065558428716915,0.293871753980057,0.0
0.4554788638103359,0.31738415639164075,1.0
-0.3941909523331137,-0.7154742756582348,2.0
